"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"VAMP8",1.68036466174253e-290,1.09171875576126,0.907,0.226,3.43315304040617e-286,"Mono","VAMP8"
"GPR183",2.30722695573642e-288,1.30334375272282,0.675,0.118,4.71389539326509e-284,"Mono","GPR183"
"EREG",4.98202432912911e-288,0.745605668981815,0.208,0.005,1.01787739068437e-283,"Mono","EREG"
"CD83",1.13155532026015e-286,1.16535874491613,0.608,0.094,2.31188067482351e-282,"Mono","CD83"
"HLA-DMB",1.48712797701967e-285,1.20685439483617,0.799,0.18,3.03835116984889e-281,"Mono","HLA-DMB"
"MS4A7",6.62753448340888e-285,0.984521442949183,0.639,0.098,1.35407157030527e-280,"Mono","MS4A7"
"LY86",3.60127088825732e-282,0.829393148860932,0.609,0.091,7.35775655179853e-278,"Mono","LY86"
"TBXAS1",3.06239119823331e-278,0.814755239729854,0.564,0.082,6.25677145711047e-274,"Mono","TBXAS1"
"CXCL3",5.79555714963864e-278,1.91939594491807,0.491,0.063,1.18409028124267e-273,"Mono","CXCL3"
"FCGR3A",6.7352809933872e-278,1.26213302947368,0.673,0.117,1.37608525975894e-273,"Mono","FCGR3A"
"SRGN",4.64942333225728e-276,1.85577956323708,0.991,0.49,9.49923681013486e-272,"Mono","SRGN"
"FCGR1A",6.87966561913692e-273,0.942726080764394,0.533,0.071,1.40558448264587e-268,"Mono","FCGR1A"
"CD163",2.70872188312483e-269,0.926917475616652,0.615,0.095,5.53418967941233e-265,"Mono","CD163"
"NCF2",5.18942870976782e-269,0.704422437345689,0.458,0.053,1.06025217969266e-264,"Mono","NCF2"
"FAM49B",7.78656615135045e-266,0.980933140878831,0.805,0.182,1.59087333038241e-261,"Mono","FAM49B"
"C3AR1",1.54322343377992e-265,0.896873927502826,0.589,0.09,3.15295979755576e-261,"Mono","C3AR1"
"GK",2.02692773825301e-265,0.732928108098471,0.4,0.04,4.14121606202472e-261,"Mono","GK"
"CD300A",3.91817333663246e-265,0.731562094195388,0.48,0.058,8.00521994407378e-261,"Mono","CD300A"
"AOAH",3.94754235040122e-264,0.60006488300241,0.38,0.034,8.06522377610472e-260,"Mono","AOAH"
"CFP",2.50134953571574e-260,0.722671674034459,0.274,0.016,5.11050723642083e-256,"Mono","CFP"
"SLC11A1",1.01880763244578e-254,0.720425960253979,0.385,0.038,2.08152587384998e-250,"Mono","SLC11A1"
"MAFB",4.40539914400943e-253,1.17178198500888,0.821,0.215,9.00067099112566e-249,"Mono","MAFB"
"HCLS1",1.04986267143161e-250,0.949167928684555,0.779,0.18,2.14497442400192e-246,"Mono","HCLS1"
"CTB-61M7.2",2.60624319453323e-250,0.393608525877601,0.164,0.003,5.32481547075084e-246,"Mono","CTB-61M7.2"
"MS4A4A",8.40415441828001e-244,0.889281348145633,0.611,0.104,1.71705278919879e-239,"Mono","MS4A4A"
"LILRB3",8.48761887030549e-244,0.692655282644504,0.456,0.058,1.73410541139212e-239,"Mono","LILRB3"
"HLA-DRA",2.33644069448069e-243,1.71497366555838,0.982,0.565,4.77358198289349e-239,"Mono","HLA-DRA"
"NUP214",2.89343046322629e-235,0.76900786422176,0.487,0.071,5.91156777941763e-231,"Mono","NUP214"
"IER3",4.06252131558206e-235,1.36031518183574,0.819,0.254,8.3001372998657e-231,"Mono","IER3"
"LCP1",1.67054004657412e-233,0.872798699182919,0.719,0.153,3.41308036915559e-229,"Mono","LCP1"
"TREM1",1.86723005260417e-233,0.53671601441152,0.277,0.019,3.81493772047557e-229,"Mono","TREM1"
"F13A1",2.84222665838188e-232,0.873760332844393,0.553,0.088,5.80695328574003e-228,"Mono","F13A1"
"HLA-DPB1",5.21997378677611e-232,1.68859610689472,0.96,0.484,1.06649284437623e-227,"Mono","HLA-DPB1"
"SLA",8.2443777192858e-232,0.774994593314766,0.577,0.097,1.68440881182728e-227,"Mono","SLA"
"HLA-DQB1",6.10087948573596e-231,1.51435044341419,0.905,0.329,1.24647068773071e-226,"Mono","HLA-DQB1"
"LRRC25",6.87245731667887e-230,0.614343388349656,0.387,0.043,1.40411175437066e-225,"Mono","LRRC25"
"CSF2RA",1.85461120847233e-228,0.619873938671299,0.361,0.037,3.78915616002982e-224,"Mono","CSF2RA"
"CTSB",1.0353218871729e-227,1.19528508787192,0.949,0.395,2.11526614768295e-223,"Mono","CTSB"
"CLEC5A",1.49366889541394e-227,0.524710413578623,0.272,0.019,3.05171492022021e-223,"Mono","CLEC5A"
"TYMP",5.51935154435758e-225,1.24270389601301,0.9,0.357,1.1276587140277e-220,"Mono","TYMP"
"HLA-DRB1",8.20405510703639e-225,1.54851452440645,0.974,0.548,1.67617049891861e-220,"Mono","HLA-DRB1"
"SAT1",2.70414700313147e-223,1.3191246925239,0.996,0.659,5.52484274209791e-219,"Mono","SAT1"
"GPX1",1.142404392068e-222,1.21984251784684,0.974,0.552,2.33404641343413e-218,"Mono","GPX1"
"LAIR1",2.00776070378258e-222,0.70243518393092,0.502,0.077,4.10205589389819e-218,"Mono","LAIR1"
"HLA-DPA1",3.94962635834306e-222,1.67011970494198,0.954,0.495,8.06948161273071e-218,"Mono","HLA-DPA1"
"LGALS2",5.3603972405732e-222,0.400373256954667,0.172,0.005,1.09518276022151e-217,"Mono","LGALS2"
"HLA-DMA",9.94974992806719e-222,1.22371058234892,0.892,0.333,2.03283340780341e-217,"Mono","HLA-DMA"
"ALOX5",2.66269998013179e-220,0.659676364517367,0.474,0.07,5.44016232940726e-216,"Mono","ALOX5"
"FTL",1.04455441372885e-213,1.00806691910592,1,0.992,2.13412912268941e-209,"Mono","FTL"
"HBEGF",1.30407023005841e-212,0.89596887271041,0.482,0.076,2.66434588703233e-208,"Mono","HBEGF"
"FCER1A",3.34222379892762e-212,1.15952815521417,0.228,0.014,6.82849744358903e-208,"Mono","FCER1A"
"PLEK",1.23847285065385e-211,0.706807846412688,0.447,0.064,2.53032388117089e-207,"Mono","PLEK"
"PHACTR1",1.63329531826178e-211,1.10538323912473,0.507,0.09,3.33698566474065e-207,"Mono","PHACTR1"
"LAT2",1.62934079926849e-209,0.655075802869168,0.456,0.067,3.32890618698545e-205,"Mono","LAT2"
"TNFAIP3",1.64480578830348e-208,0.942635652650264,0.544,0.101,3.36050270608284e-204,"Mono","TNFAIP3"
"FTH1",1.02032570965319e-205,1.20291690647205,1,0.997,2.08462745739244e-201,"Mono","FTH1"
"CYBA",2.3170560052321e-205,1.1129961602802,0.996,0.574,4.7339771242897e-201,"Mono","CYBA"
"CXCL2",1.07787785255327e-204,1.98129288043577,0.5,0.091,2.20221224055158e-200,"Mono","CXCL2"
"NLRP3",8.4329126311724e-204,0.39145572628362,0.234,0.015,1.72292837967483e-199,"Mono","NLRP3"
"RGS1",6.13525656805084e-203,1.57677374477184,0.63,0.148,1.25349426941847e-198,"Mono","RGS1"
"FAM26F",5.07224981240457e-202,0.679764239254534,0.449,0.068,1.03631135917238e-197,"Mono","FAM26F"
"MYO1F",6.79011279698065e-202,0.634456541663678,0.489,0.079,1.38728794555112e-197,"Mono","MYO1F"
"RGS10",7.36713668874708e-202,0.872009632891192,0.706,0.175,1.50517969687792e-197,"Mono","RGS10"
"CCL3L3",4.45247650266355e-200,1.95470127802591,0.464,0.079,9.09685474259191e-196,"Mono","CCL3L3"
"MPEG1",5.35411145973656e-200,0.596172872504721,0.394,0.051,1.09389851233878e-195,"Mono","MPEG1"
"DOK2",1.44492881486604e-199,0.640042293636545,0.467,0.073,2.95213406165281e-195,"Mono","DOK2"
"FGL2",2.13486982422492e-199,0.792394993567005,0.673,0.158,4.36175253787393e-195,"Mono","FGL2"
"VMO1",2.14183883030185e-198,0.951287800830249,0.451,0.07,4.37599091418972e-194,"Mono","VMO1"
"HLA-DQA1",1.70523525741997e-197,1.53731675602349,0.796,0.271,3.48396615443473e-193,"Mono","HLA-DQA1"
"ITGAM",2.59022049594102e-197,0.525307380430735,0.352,0.041,5.29207949525709e-193,"Mono","ITGAM"
"PKIB",6.27804400630063e-197,0.481409730825997,0.199,0.01,1.28266717092728e-192,"Mono","PKIB"
"COTL1",3.65370633943723e-196,1.19793259915678,0.836,0.293,7.46488742210421e-192,"Mono","COTL1"
"CD1D",4.37137564200808e-195,0.440251273043463,0.239,0.017,8.93115757418671e-191,"Mono","CD1D"
"CLEC12A",1.17575746584741e-194,0.463113993388999,0.234,0.016,2.40219007847285e-190,"Mono","CLEC12A"
"RP6-159A1.4",1.40218129766527e-194,0.31787904456722,0.144,0.004,2.86479660925991e-190,"Mono","RP6-159A1.4"
"WAS",4.37290007220763e-194,0.589462506199907,0.496,0.084,8.93427213752741e-190,"Mono","WAS"
"ARPC3",3.31876101372462e-192,0.949874081765701,0.987,0.648,6.78056062714077e-188,"Mono","ARPC3"
"RNASET2",1.20532268527844e-191,0.978736836828979,0.816,0.273,2.46259477829238e-187,"Mono","RNASET2"
"GNA15",1.27815076802388e-190,0.518630265476947,0.37,0.047,2.61138983414959e-186,"Mono","GNA15"
"ALOX5AP",2.27390487884606e-190,1.00511947628808,0.743,0.197,4.64581505797038e-186,"Mono","ALOX5AP"
"PYCARD",2.82238753039831e-190,0.802837265279108,0.653,0.157,5.76641996335679e-186,"Mono","PYCARD"
"CD74",3.28427475553829e-189,1.37500315057571,0.991,0.686,6.71010175304029e-185,"Mono","CD74"
"CKLF",1.47763763975925e-186,1.00779871091801,0.774,0.249,3.01896146179213e-182,"Mono","CKLF"
"PTPN6",5.48178639365572e-185,0.69612367700006,0.536,0.106,1.1199837780878e-180,"Mono","PTPN6"
"FPR2",2.16700326359448e-184,0.356081967787093,0.135,0.003,4.42740436784988e-180,"Mono","FPR2"
"RNASE2",6.06502969974162e-184,0.471104572304183,0.199,0.012,1.23914621795421e-179,"Mono","RNASE2"
"IGSF6",2.76895498466764e-182,0.584508741823515,0.365,0.048,5.65725192917445e-178,"Mono","IGSF6"
"TNFSF13B",3.40088813306025e-182,0.788358502760745,0.608,0.137,6.94835454465539e-178,"Mono","TNFSF13B"
"LGALS9",3.27521294950938e-180,0.632597891838413,0.489,0.089,6.69158757714262e-176,"Mono","LGALS9"
"CSF3R",6.85055587515895e-180,0.401613933104671,0.219,0.016,1.39963707085373e-175,"Mono","CSF3R"
"SAMSN1",7.40218964382476e-179,0.871650524439856,0.597,0.135,1.51234136612984e-174,"Mono","SAMSN1"
"LILRB4",7.71090349698142e-179,0.56663090030267,0.387,0.055,1.57541469346827e-174,"Mono","LILRB4"
"RNF149",9.186749487517e-179,0.887639951621898,0.724,0.218,1.8769447877946e-174,"Mono","RNF149"
"GAPT",2.846056320349e-177,0.361262758209414,0.214,0.015,5.81477766810504e-173,"Mono","GAPT"
"CCL4L2",3.35269030623372e-177,1.60425275995819,0.429,0.074,6.84988156466611e-173,"Mono","CCL4L2"
"IL18",3.85863523114277e-176,0.520548292721735,0.323,0.039,7.8835776407478e-172,"Mono","IL18"
"RBM47",1.00581295860274e-175,0.5497653529454,0.35,0.047,2.05497645572125e-171,"Mono","RBM47"
"EVI2A",1.03205251537927e-173,0.669441571081873,0.56,0.119,2.10858649417138e-169,"Mono","EVI2A"
"MCEMP1",6.32301795319278e-173,0.370348703808926,0.111,0.002,1.29185579801682e-168,"Mono","MCEMP1"
"IL1RN",7.28795653556236e-173,0.594299800143501,0.201,0.013,1.48900239978075e-168,"Mono","IL1RN"
"SDS",2.1113814897787e-172,0.833538602496722,0.274,0.028,4.31376352176686e-168,"Mono","SDS"
"PLD4",1.21113062058004e-171,0.496251529991252,0.261,0.025,2.47446097090707e-167,"Mono","PLD4"
"ACSL1",1.84341885014656e-171,0.792999002955583,0.54,0.117,3.76628905273443e-167,"Mono","ACSL1"
"SGK1",7.28287198555106e-171,1.14704407646818,0.69,0.209,1.48796357536794e-166,"Mono","SGK1"
"CD33",4.02515374723128e-170,0.441153794572956,0.33,0.042,8.22379162096822e-166,"Mono","CD33"
"CCR1",3.77269025606278e-169,0.452226109199527,0.276,0.029,7.70798346216186e-165,"Mono","CCR1"
"CORO1A",7.82843965335989e-169,0.759112967544119,0.801,0.239,1.59942850557796e-164,"Mono","CORO1A"
"C1QC",1.73369762820544e-168,1.26879196947515,0.657,0.178,3.54211762418654e-164,"Mono","C1QC"
"STXBP2",3.64785809824093e-168,0.719480593975282,0.456,0.085,7.45293888051604e-164,"Mono","STXBP2"
"TGFBI",1.1406711306523e-166,0.736788414868885,0.748,0.215,2.33050518703571e-162,"Mono","TGFBI"
"CD53",5.31189581167661e-166,0.721351556791055,0.73,0.202,1.08527343328365e-161,"Mono","CD53"
"S100A9",2.61505190244443e-165,2.55954665968914,0.526,0.124,5.34281254188421e-161,"Mono","S100A9"
"LYN",4.2664647933011e-165,0.608939794137219,0.505,0.102,8.71681421919349e-161,"Mono","LYN"
"IGSF21",6.2211414931561e-165,0.636126220527623,0.369,0.055,1.27104141846672e-160,"Mono","IGSF21"
"MARCH1",8.47738210755152e-165,0.527138996455134,0.381,0.058,1.73201393839385e-160,"Mono","MARCH1"
"FYB",1.20797208458529e-164,0.552698898637181,0.48,0.089,2.46800776601622e-160,"Mono","FYB"
"NPC2",1.96056044092018e-164,0.882031528371464,0.985,0.625,4.00562103684401e-160,"Mono","NPC2"
"FPR3",2.11913184107575e-163,0.520445820513609,0.387,0.06,4.32959826450185e-159,"Mono","FPR3"
"CLEC4A",3.4583558092439e-161,0.390872490094511,0.234,0.021,7.06576675386622e-157,"Mono","CLEC4A"
"TNFRSF1B",2.03357892987957e-158,0.70737242198636,0.624,0.16,4.15480511163695e-154,"Mono","TNFRSF1B"
"C1QA",1.24763812486494e-157,1.16669359206688,0.71,0.228,2.54904945291155e-153,"Mono","C1QA"
"ADGRE2",2.72111649819426e-157,0.380221385062196,0.23,0.021,5.55951311746069e-153,"Mono","ADGRE2"
"HMOX1",2.53812948326164e-156,0.550420113524296,0.389,0.064,5.18565234725186e-152,"Mono","HMOX1"
"CAPG",4.34247178839306e-155,0.803831091541199,0.635,0.176,8.87210411086586e-151,"Mono","CAPG"
"AP1S2",5.98633908877565e-155,0.914673657976857,0.726,0.251,1.22306893922775e-150,"Mono","AP1S2"
"SLC16A3",2.44644480581054e-154,0.792163840142778,0.599,0.16,4.99833138275152e-150,"Mono","SLC16A3"
"CXorf21",2.73613307667806e-154,0.480059523397957,0.257,0.028,5.59019348896094e-150,"Mono","CXorf21"
"CCL3",1.26874037945409e-153,1.66503655412795,0.496,0.117,2.59216346926265e-149,"Mono","CCL3"
"FGR",1.90405103679445e-153,0.568780107198379,0.358,0.056,3.89016667327474e-149,"Mono","FGR"
"FERMT3",4.75849888669845e-153,0.591756594116696,0.551,0.127,9.72208907541361e-149,"Mono","FERMT3"
"CCL4",6.13431249004972e-152,1.43722073720048,0.542,0.141,1.25330138484206e-147,"Mono","CCL4"
"LINC01272",8.47742174404935e-152,0.539628435789544,0.188,0.014,1.73202203652672e-147,"Mono","LINC01272"
"PMAIP1",8.83496915844624e-152,0.65216283366618,0.387,0.066,1.80507254876215e-147,"Mono","PMAIP1"
"HAVCR2",1.22642606288069e-151,0.467265992709393,0.341,0.05,2.50571108907153e-147,"Mono","HAVCR2"
"MIR3945HG",3.03573867234764e-151,0.398406287162092,0.208,0.018,6.20231768147347e-147,"Mono","MIR3945HG"
"FCGR1B",7.3275436295804e-151,0.578658893640411,0.31,0.042,1.49709043895957e-146,"Mono","FCGR1B"
"PARVG",8.93052344501388e-151,0.479477917307956,0.338,0.05,1.82459524505078e-146,"Mono","PARVG"
"LILRA2",1.60076891929387e-150,0.312942190385384,0.168,0.01,3.27053097900931e-146,"Mono","LILRA2"
"GPSM3",2.20762737260681e-149,0.678371105373463,0.699,0.202,4.51040348497298e-145,"Mono","GPSM3"
"C15orf48",1.87899836691882e-147,0.547335583122998,0.208,0.018,3.83898156345184e-143,"Mono","C15orf48"
"UCP2",5.31864419858362e-147,0.681358830018467,0.624,0.166,1.08665219621262e-142,"Mono","UCP2"
"C1QB",1.25367498515662e-146,1.1919911996956,0.679,0.22,2.56138336217349e-142,"Mono","C1QB"
"FCGR2B",2.66356629018286e-146,0.88089857837474,0.405,0.079,5.4419322874726e-142,"Mono","FCGR2B"
"ADAP2",4.60865195713563e-145,0.512504225978519,0.372,0.063,9.41593681362381e-141,"Mono","ADAP2"
"RIN3",1.09722399482886e-143,0.446599970391913,0.338,0.052,2.24173834383484e-139,"Mono","RIN3"
"SYK",2.50578861222741e-143,0.453184509971369,0.314,0.046,5.11957671364183e-139,"Mono","SYK"
"PTPRC",5.09043345680491e-143,0.54462942648988,0.719,0.201,1.04002645955981e-138,"Mono","PTPRC"
"OGFRL1",1.74628238668874e-142,0.515812509123293,0.385,0.069,3.56782954424377e-138,"Mono","OGFRL1"
"TLR1",2.13997382401112e-141,0.408837848238548,0.252,0.029,4.37218051983711e-137,"Mono","TLR1"
"FAM105A",5.43744788240032e-140,0.48946849579268,0.345,0.056,1.11092497685321e-135,"Mono","FAM105A"
"GRN",3.93354619766332e-139,0.859677639391569,0.858,0.441,8.03662823644594e-135,"Mono","GRN"
"HIF1A",5.71153932768251e-139,0.89087836203162,0.783,0.321,1.16692460003881e-134,"Mono","HIF1A"
"GPAT3",8.82391796751494e-139,0.456890348630292,0.248,0.029,1.80281467994298e-134,"Mono","GPAT3"
"IFIT2",9.31992121191868e-139,1.03204565631351,0.367,0.066,1.90415310280711e-134,"Mono","IFIT2"
"IL10RA",3.39256611323643e-138,0.557510622875373,0.496,0.113,6.93135182595334e-134,"Mono","IL10RA"
"IGFBP7",1.6769685358757e-137,-2.9366919091297,0.498,0.8,3.42621441564765e-133,"Mono","IGFBP7"
"RETN",1.73175840417229e-137,0.323759021317229,0.113,0.004,3.53815559556441e-133,"Mono","RETN"
"CTSH",2.22219089587131e-137,0.74648445400539,0.765,0.288,4.54015821935467e-133,"Mono","CTSH"
"MRC1",2.77778157945478e-137,0.662215428055502,0.418,0.082,5.67528554498405e-133,"Mono","MRC1"
"CD37",2.86064771554598e-137,0.529566711426073,0.717,0.212,5.844589347632e-133,"Mono","CD37"
"IL1R2",4.70922694377334e-136,0.424002033282162,0.153,0.01,9.62142156882332e-132,"Mono","IL1R2"
"TLR2",4.91496815318965e-136,0.36980240848968,0.263,0.033,1.00417714337818e-131,"Mono","TLR2"
"TNF",7.73630898488303e-136,0.783698911442789,0.301,0.045,1.58060528870145e-131,"Mono","TNF"
"HCAR3",5.16747955591853e-134,0.33917680839616,0.124,0.006,1.05576774806971e-129,"Mono","HCAR3"
"PTAFR",9.17999963198186e-134,0.44662191562784,0.328,0.053,1.87556572481021e-129,"Mono","PTAFR"
"ADAM28",1.69758502500588e-133,0.514931917444673,0.338,0.057,3.46833596458952e-129,"Mono","ADAM28"
"GPR65",1.05009289070495e-131,0.500866115720383,0.358,0.063,2.14544478499929e-127,"Mono","GPR65"
"REL",2.67466552474382e-131,0.595587494098357,0.56,0.148,5.4646091336041e-127,"Mono","REL"
"OSCAR",3.82768637338541e-131,0.278399411910607,0.177,0.014,7.82034602946372e-127,"Mono","OSCAR"
"NCF4",5.55234006476769e-131,0.573640577932204,0.469,0.108,1.13439859863269e-126,"Mono","NCF4"
"PPT1",5.94654276837803e-131,0.794424129229577,0.816,0.369,1.21493815300732e-126,"Mono","PPT1"
"EVI2B",1.01470501411635e-130,0.641879980869812,0.591,0.165,2.07314381434111e-126,"Mono","EVI2B"
"RHOG",1.86510506938446e-130,0.691141330058543,0.721,0.258,3.81059616725939e-126,"Mono","RHOG"
"CYTH4",2.88795988422918e-130,0.551085544920963,0.387,0.076,5.90039083946865e-126,"Mono","CYTH4"
"CARD16",2.94974495491365e-130,0.639705257008928,0.564,0.153,6.02662391738408e-126,"Mono","CARD16"
"GPR34",3.33877377509024e-130,0.69154941438692,0.391,0.076,6.82144869988686e-126,"Mono","GPR34"
"OAZ1",3.57601672560658e-130,0.624649857157674,0.995,0.905,7.3061597720868e-126,"Mono","OAZ1"
"TMSB4X",4.01193042604041e-130,0.631033760013435,1,0.994,8.19677505344317e-126,"Mono","TMSB4X"
"TCOF1",2.1972429763427e-129,0.985940422268652,0.578,0.175,4.48918712496577e-125,"Mono","TCOF1"
"SLC7A7",2.6735491330071e-129,0.48528310089681,0.358,0.067,5.4623282336468e-125,"Mono","SLC7A7"
"SPARCL1",8.47783988809757e-129,-2.46514134887209,0.157,0.663,1.73210746753722e-124,"Mono","SPARCL1"
"ATP6V0B",1.54542968454619e-127,0.741495157334182,0.892,0.451,3.15746738849632e-123,"Mono","ATP6V0B"
"CNPY3",9.06811211295601e-127,0.648788471505184,0.631,0.2,1.85270598579804e-122,"Mono","CNPY3"
"GMFG",1.15780179454665e-126,0.716429896767661,0.81,0.316,2.36550484643826e-122,"Mono","GMFG"
"S100A8",1.26188827668465e-125,3.01540638179579,0.303,0.052,2.57816393809442e-121,"Mono","S100A8"
"LINC00936",4.6793941480752e-125,0.484805613562035,0.308,0.051,9.56047018393245e-121,"Mono","LINC00936"
"RPS6KA1",4.05054314572458e-124,0.392803597808446,0.296,0.046,8.27566470102989e-120,"Mono","RPS6KA1"
"PSAP",4.6483446709253e-124,0.693383706815534,0.995,0.802,9.49703299716748e-120,"Mono","PSAP"
"CX3CR1",2.16447220824556e-123,0.28527976558659,0.146,0.01,4.4222331686665e-119,"Mono","CX3CR1"
"IL10",2.25772630474525e-123,0.642748889114426,0.204,0.022,4.61276061322501e-119,"Mono","IL10"
"STK17B",1.83060886759634e-121,0.58436128428517,0.633,0.192,3.74011697738608e-117,"Mono","STK17B"
"PLCB2",2.31171437510514e-121,0.340001254666308,0.223,0.026,4.72306363977732e-117,"Mono","PLCB2"
"AREG",1.67465297033642e-120,1.39495311621467,0.396,0.09,3.42148348369434e-116,"Mono","AREG"
"CD4",3.06303075018876e-119,0.487388468001277,0.389,0.08,6.25807812571066e-115,"Mono","CD4"
"GCA",7.46697520365988e-119,0.625818369585842,0.544,0.155,1.52557770385975e-114,"Mono","GCA"
"FBP1",2.0517484473659e-117,0.399472141174229,0.245,0.034,4.19192725281327e-113,"Mono","FBP1"
"ARHGAP4",8.98510805239298e-117,0.417377730925849,0.389,0.08,1.83574742618441e-112,"Mono","ARHGAP4"
"BID",1.15209149923942e-116,0.51606272853346,0.423,0.099,2.35383814209607e-112,"Mono","BID"
"ITGAX",1.81487592757482e-115,0.320407671904252,0.197,0.022,3.70797300762811e-111,"Mono","ITGAX"
"FMNL1",4.11717260426805e-115,0.477415797001636,0.449,0.106,8.41179534778006e-111,"Mono","FMNL1"
"SIGLEC9",1.35976162677305e-114,0.255633916198565,0.172,0.016,2.77812897966002e-110,"Mono","SIGLEC9"
"OLR1",4.447766705831e-113,0.269097395589077,0.12,0.007,9.08723215668332e-109,"Mono","OLR1"
"LY96",5.51951910653881e-113,0.634618506368596,0.657,0.234,1.12769294865694e-108,"Mono","LY96"
"SELM",1.07861563325883e-112,-1.42125717001186,0.252,0.686,2.20371960031112e-108,"Mono","SELM"
"MXD1",1.30793652126073e-112,0.441709160633859,0.25,0.037,2.6722451065878e-108,"Mono","MXD1"
"ARHGAP30",7.8631001804354e-112,0.463549163503183,0.427,0.098,1.60650999786476e-107,"Mono","ARHGAP30"
"FCGRT",1.87797187888108e-111,0.703456780655685,0.912,0.532,3.83688434574193e-107,"Mono","FCGRT"
"PLB1",2.85923889414781e-111,0.267081457204103,0.175,0.017,5.84171098463339e-107,"Mono","PLB1"
"ADIRF",8.32335966625935e-111,-2.48446986412176,0.345,0.711,1.70054561341345e-106,"Mono","ADIRF"
"NFKBIA",1.73290900393658e-109,1.1803193250481,0.867,0.593,3.54050638594282e-105,"Mono","NFKBIA"
"VAV1",2.60606842366617e-109,0.33390538582262,0.241,0.035,5.32445839639235e-105,"Mono","VAV1"
"FOS",3.51521797403375e-108,0.666526458571687,0.974,0.694,7.18194184274836e-104,"Mono","FOS"
"NCKAP1L",2.67429985278844e-107,0.392781040696199,0.345,0.069,5.46386202923206e-103,"Mono","NCKAP1L"
"RNF130",2.8780079191131e-107,0.609543333241411,0.675,0.256,5.88005797953998e-103,"Mono","RNF130"
"LILRB1",9.6207200091916e-107,0.342840798206866,0.195,0.023,1.96560930507794e-102,"Mono","LILRB1"
"VNN2",3.00881810061885e-106,0.378022058050018,0.206,0.026,6.14731626137437e-102,"Mono","VNN2"
"C19orf38",7.45599229943283e-106,0.261560288602847,0.144,0.012,1.52333378669712e-101,"Mono","C19orf38"
"H3F3A",1.51295123494957e-105,0.612908274135911,0.993,0.883,3.09111066812547e-101,"Mono","H3F3A"
"CNN3",1.55264509726117e-105,-1.60888455924763,0.062,0.561,3.17220919821431e-101,"Mono","CNN3"
"EPB41L3",2.55960900301939e-105,0.43995501832736,0.365,0.079,5.22953715406892e-101,"Mono","EPB41L3"
"TNFAIP8L2",8.52712055857839e-105,0.358965009623661,0.237,0.035,1.74217600132315e-100,"Mono","TNFAIP8L2"
"SLCO2B1",1.81614754083148e-103,0.544364380797127,0.387,0.09,3.7105710406728e-99,"Mono","SLCO2B1"
"NAIP",5.92658056370828e-103,0.353111690050774,0.266,0.045,1.21085967497124e-98,"Mono","NAIP"
"FOLR2",7.49178704857739e-103,0.757586752118871,0.458,0.122,1.53064701189485e-98,"Mono","FOLR2"
"SLC31A2",7.65255413779899e-103,0.405332497508115,0.31,0.061,1.56349333589371e-98,"Mono","SLC31A2"
"RASSF4",2.17482865805463e-102,0.505436545668201,0.418,0.106,4.44339243127141e-98,"Mono","RASSF4"
"SLC43A2",3.78891379522595e-102,0.480102183049935,0.378,0.088,7.74112977502613e-98,"Mono","SLC43A2"
"ARPC1B",5.69218165472292e-102,0.630610621210924,0.925,0.594,1.16296963387644e-97,"Mono","ARPC1B"
"TIMP3",1.670215931784e-101,-2.03889178728724,0.068,0.552,3.41241817022788e-97,"Mono","TIMP3"
"SHTN1",8.93999071306222e-101,0.322369645171655,0.234,0.035,1.82652950258574e-96,"Mono","SHTN1"
"RB1",1.00043601664732e-100,0.570697756643469,0.438,0.117,2.04399082561214e-96,"Mono","RB1"
"SCIMP",1.60593237932292e-100,0.257208819346892,0.175,0.019,3.28108044419467e-96,"Mono","SCIMP"
"PTRF",1.62267305614695e-100,-1.42378218431925,0.064,0.547,3.31528332101384e-96,"Mono","PTRF"
"CD59",2.34943781562018e-100,-1.31563178193145,0.246,0.667,4.80013640109359e-96,"Mono","CD59"
"IRF8",5.53379284473749e-99,0.436157323464784,0.321,0.065,1.13060921610832e-94,"Mono","IRF8"
"GLIPR1",9.25940396493792e-99,0.60757038213584,0.646,0.243,1.89178882407647e-94,"Mono","GLIPR1"
"CLU",2.35292900165257e-98,-2.24155471588386,0.246,0.647,4.80726924327636e-94,"Mono","CLU"
"HN1",4.675057798388e-98,0.537702775118499,0.478,0.14,9.55161058788653e-94,"Mono","HN1"
"TREM2",9.47738499961037e-98,0.475026589549693,0.272,0.049,1.93632452927039e-93,"Mono","TREM2"
"BTK",1.9722641183677e-97,0.341385748852127,0.276,0.05,4.02953282023705e-93,"Mono","BTK"
"CASP1",2.10932621061122e-97,0.452996614156387,0.387,0.093,4.30956438089978e-93,"Mono","CASP1"
"SH3BGRL3",1.2094103597161e-96,0.868671928298694,0.938,0.735,2.47094630593596e-92,"Mono","SH3BGRL3"
"SERPINB1",4.8309134069506e-96,0.697097733648597,0.708,0.307,9.87003918174078e-92,"Mono","SERPINB1"
"CMTM6",1.20254020679589e-95,0.60823102154661,0.761,0.33,2.45690989650469e-91,"Mono","CMTM6"
"CALD1",5.94429328189176e-95,-2.01114182013643,0.113,0.56,1.2144785604233e-90,"Mono","CALD1"
"HSPA6",5.96204753229666e-95,0.311581320479854,0.188,0.024,1.21810593132353e-90,"Mono","HSPA6"
"FAM49A",1.3171937339943e-94,0.431036884633124,0.334,0.074,2.69115851792376e-90,"Mono","FAM49A"
